0.93506,0.010035,0.00064695,0.00051154,0.00042127,0.00030091,0.00027082,0.00027082,0.00021063,0.00018054,0.00015045,0.00015045,0.00021063,0.00012036,0.00012036,6.0181e-05,0.00012036,0.00012036,3.0091e-05,0.00012036,3.0091e-05,3.0091e-05,NaN,NaN,NaN,NaN,0.0038365,0.000331,0.00018054,0.00036109,0.00027082,0.00015045,0.00024072,0.00024072,0.00030091,0.00012036,6.0181e-05,0.00018054,0.00015045,0.00015045,0.00012036,9.0272e-05,9.0272e-05,6.0181e-05,3.0091e-05,9.0272e-05,6.0181e-05,6.0181e-05,NaN,NaN,NaN,0.0050402,0.00058677,0.00064695,0.00045136,0.00040622,0.00039118,0.00027082,0.00030091,0.00024072,0.00018054,0.00015045,0.00021063,0.00015045,0.00018054,0.00012036,9.0272e-05,0.00015045,9.0272e-05,9.0272e-05,6.0181e-05,NaN,6.0181e-05,NaN,NaN,NaN,0.0047844,0.0004664,0.0004664,0.00039118,0.000331,0.0004664,0.00030091,0.00027082,0.00024072,0.00027082,0.00021063,0.00021063,0.00024072,0.00015045,0.00012036,0.00018054,9.0272e-05,3.0091e-05,3.0091e-05,3.0091e-05,3.0091e-05,6.0181e-05,NaN,NaN,NaN,0.024403
0.90383,0.020698,0.0010327,0.0008893,0.00054505,0.00040162,0.00025818,0.0002295,8.6061e-05,0.0002295,0.00017212,0.00011475,0.00014343,8.6061e-05,0.00014343,0.00011475,8.6061e-05,0.00011475,5.7374e-05,NaN,NaN,5.7374e-05,2.8687e-05,NaN,NaN,NaN,0.0088356,0.00048768,0.00034424,0.00041596,0.0002295,0.00031556,0.00037293,0.00014343,0.00017212,0.00017212,0.00017212,0.00017212,0.00014343,0.00020081,0.00025818,0.00011475,0.00011475,0.00011475,5.7374e-05,5.7374e-05,NaN,NaN,NaN,NaN,NaN,0.0086204,0.00063111,0.0010184,0.00068849,0.00061677,0.00034424,0.00031556,0.00034424,0.00028687,0.00025818,0.00020081,0.00025818,0.00028687,0.00014343,0.00017212,8.6061e-05,NaN,0.00011475,0.00011475,NaN,2.8687e-05,5.7374e-05,NaN,NaN,NaN,0.010542,0.0011905,0.00071717,0.00096101,0.0005594,0.00037293,0.00031556,0.00028687,0.00028687,0.00025818,0.00020081,0.00020081,0.0002295,0.00017212,8.6061e-05,0.00011475,5.7374e-05,0.00011475,0.00011475,5.7374e-05,2.8687e-05,2.8687e-05,NaN,NaN,NaN,0.026306
0.87018,0.036024,0.0017497,0.00090307,0.0010301,0.00052209,0.00038098,0.00031043,0.00014111,0.00025399,0.00022577,0.00025399,0.00011288,0.00022577,0.00019755,0.00011288,8.4663e-05,8.4663e-05,0.00016933,8.4663e-05,NaN,2.8221e-05,2.8221e-05,NaN,NaN,NaN,0.013179,0.0010018,0.00036687,0.00033865,0.00025399,0.00031043,0.00022577,0.00022577,0.00016933,0.00011288,0.00022577,0.00016933,0.00014111,0.00011288,0.00014111,0.00011288,8.4663e-05,0.00014111,8.4663e-05,5.6442e-05,2.8221e-05,NaN,NaN,NaN,NaN,0.01071,0.00083252,0.00086074,0.00097363,0.00088896,0.00047976,0.00031043,0.00025399,0.00028221,0.00016933,0.00016933,0.00011288,0.00019755,0.00019755,0.00014111,0.00019755,0.00019755,0.00011288,2.8221e-05,2.8221e-05,NaN,5.6442e-05,NaN,NaN,NaN,0.016876,0.00097363,0.0011147,0.0014957,0.00086074,0.00052209,0.00036687,0.00028221,0.00025399,0.00019755,0.00019755,0.00022577,0.00019755,0.00019755,0.00011288,0.00011288,5.6442e-05,0.00011288,5.6442e-05,0.00011288,NaN,2.8221e-05,NaN,NaN,NaN,0.027854
0.86479,0.033682,0.002036,0.0012434,0.0011068,0.0010931,0.00036893,0.00024596,0.00024596,0.00013664,0.00024596,0.00013664,0.00016397,0.00016397,0.00010931,0.00013664,0.00010931,0.00013664,0.00010931,2.7328e-05,8.1985e-05,2.7328e-05,2.7328e-05,NaN,NaN,NaN,0.013733,0.0010795,0.00061489,0.00049191,0.00032794,0.00030061,0.00013664,0.0001913,0.0001913,0.00024596,0.00013664,0.00024596,0.00027328,0.00010931,0.00016397,8.1985e-05,2.7328e-05,8.1985e-05,8.1985e-05,5.4657e-05,8.1985e-05,5.4657e-05,NaN,NaN,NaN,0.010562,0.00098382,0.0013528,0.0012434,0.0010385,0.00071054,0.0005329,0.00030061,0.00027328,0.00027328,0.00024596,0.00024596,0.00013664,0.0001913,0.00021863,0.00013664,0.00010931,5.4657e-05,0.00010931,5.4657e-05,5.4657e-05,NaN,NaN,NaN,NaN,0.017026,0.0014074,0.00080619,0.0013801,0.001667,0.00075153,0.00030061,0.00032794,0.00032794,0.00027328,0.00024596,0.00021863,0.0001913,0.00016397,0.0001913,0.00021863,8.1985e-05,5.4657e-05,0.00010931,2.7328e-05,NaN,2.7328e-05,NaN,NaN,NaN,0.030239
0.87859,0.02526,0.0017977,0.0016245,0.0014914,0.0011718,0.00093212,0.00037285,0.00021305,0.00018642,0.00018642,0.00021305,0.00021305,0.00021305,0.00015979,0.00015979,0.00015979,0.00015979,0.00013316,7.9896e-05,7.9896e-05,5.3264e-05,2.6632e-05,NaN,NaN,NaN,0.011132,0.0011185,0.0008389,0.00087885,0.00054595,0.00029295,0.00023969,0.00023969,0.00013316,0.00021305,0.00018642,0.00013316,0.00013316,0.00013316,0.00015979,0.00018642,0.00013316,0.00013316,7.9896e-05,2.6632e-05,2.6632e-05,7.9896e-05,NaN,NaN,NaN,0.0084956,0.00094543,0.00069243,0.0012916,0.0012117,0.0008389,0.00059922,0.00050601,0.00037285,0.00034621,0.00031958,0.00018642,0.00023969,0.00034621,0.00015979,0.00010653,0.00013316,2.6632e-05,7.9896e-05,5.3264e-05,2.6632e-05,5.3264e-05,NaN,NaN,NaN,0.011199,0.0017311,0.0013582,0.0015846,0.0010786,0.00097206,0.00063916,0.00053264,0.00031958,0.00029295,0.00029295,0.00029295,0.00029295,0.00021305,0.00023969,0.00018642,0.00015979,0.00015979,5.3264e-05,5.3264e-05,NaN,NaN,NaN,NaN,NaN,0.0308
0.86518,0.024481,0.0022146,0.0019878,0.0021479,0.0016543,0.0012007,0.00084048,0.00026682,0.00021346,0.00021346,0.00024014,0.00016009,0.00024014,0.00021346,0.00021346,0.00013341,0.00016009,0.00010673,0.00013341,0.00010673,5.3364e-05,8.0046e-05,NaN,NaN,NaN,0.012114,0.0014808,0.00084048,0.00080046,0.00069373,0.00061369,0.00030684,0.00032018,0.00021346,0.00018677,0.00021346,0.00024014,0.00024014,0.00018677,0.00018677,0.00018677,0.00018677,0.00010673,0.00016009,0.00018677,5.3364e-05,2.6682e-05,NaN,NaN,NaN,0.0082581,0.00085382,0.00097389,0.0013608,0.0013341,0.00090719,0.00076044,0.00068039,0.00041357,0.00032018,0.00034687,0.00024014,0.00024014,0.00032018,0.00021346,0.00018677,0.00018677,0.00016009,8.0046e-05,8.0046e-05,5.3364e-05,5.3364e-05,NaN,NaN,NaN,0.010726,0.0011073,0.0011473,0.0022946,0.0017076,0.0012807,0.0010406,0.00096055,0.00038689,0.00041357,0.00034687,0.00034687,0.00026682,0.00024014,0.00024014,0.00018677,0.00016009,0.00021346,0.00016009,5.3364e-05,5.3364e-05,5.3364e-05,NaN,NaN,NaN,0.036808
0.86478,0.020927,0.0018656,0.0020954,0.0029877,0.0024334,0.0012978,0.0011221,0.0011085,0.00027038,0.00027038,0.00024334,0.0002163,0.00027038,0.00029741,0.00018926,0.00013519,0.00016223,0.00013519,2.7038e-05,8.1113e-05,5.4075e-05,2.7038e-05,NaN,NaN,NaN,0.01118,0.001068,0.00089224,0.0012302,0.0010004,0.00075705,0.00054075,0.00035149,0.00018926,0.00029741,0.00024334,0.00027038,0.00018926,0.00027038,0.0002163,0.00013519,0.00024334,0.00016223,0.00010815,0.00013519,0.00013519,8.1113e-05,NaN,NaN,NaN,0.0069892,0.00055427,0.0011491,0.0013248,0.0014465,0.0011761,0.00085169,0.00094632,0.00054075,0.00054075,0.00036501,0.00035149,0.00029741,0.00035149,0.00024334,0.00016223,0.00024334,0.00010815,0.00016223,8.1113e-05,0.00016223,2.7038e-05,NaN,NaN,NaN,0.0076652,0.00098687,0.001406,0.0020684,0.0022576,0.0017439,0.0012302,0.00081113,0.00058131,0.00045964,0.00035149,0.00035149,0.00024334,0.00024334,0.00027038,0.00039205,0.00018926,0.0002163,0.00010815,8.1113e-05,8.1113e-05,8.1113e-05,NaN,NaN,NaN,0.039407
0.86127,0.016011,0.001998,0.0023011,0.0032932,0.0031279,0.0018464,0.0016811,0.00086809,0.00056495,0.00030314,0.00030314,0.00030314,0.00024803,0.0003307,0.00022047,0.00024803,0.00022047,0.00011023,0.00013779,0.00016535,2.7558e-05,8.2675e-05,NaN,NaN,NaN,0.011106,0.0015846,0.0013917,0.0016948,0.0013641,0.0010334,0.00085431,0.00044094,0.00035826,0.00035826,0.00030314,0.00030314,0.00016535,0.00030314,0.00027558,0.00019291,0.00011023,0.00022047,0.00011023,0.00013779,2.7558e-05,5.5117e-05,NaN,NaN,NaN,0.0043405,0.00046849,0.00097833,0.0015846,0.0014744,0.0014468,0.0010748,0.00089565,0.00085431,0.00042716,0.00044094,0.00037204,0.00027558,0.00038582,0.00022047,0.0003307,0.00022047,0.00013779,0.00011023,5.5117e-05,0.00013779,2.7558e-05,NaN,NaN,NaN,0.0053188,0.00097833,0.0016535,0.002494,0.0023562,0.0018326,0.0015295,0.0011161,0.00075786,0.00068896,0.00055117,0.00038582,0.00030314,0.00030314,0.00024803,0.00022047,0.00022047,0.00019291,0.00016535,8.2675e-05,5.5117e-05,0.00011023,NaN,NaN,NaN,0.044121
0.85189,0.015513,0.0018292,0.0020805,0.0030719,0.0031976,0.0026391,0.0016058,0.0014522,0.0010612,0.00090762,0.00030719,0.00033512,0.00033512,0.00025134,0.00019549,0.00019549,0.00019549,0.00013963,8.378e-05,8.378e-05,8.378e-05,5.5853e-05,NaN,NaN,NaN,0.010766,0.0010473,0.0011729,0.0019549,0.0018292,0.0013265,0.00090762,0.00058646,0.00048872,0.00025134,0.00046079,0.00030719,0.00033512,0.00027927,0.00022341,0.00025134,0.00025134,0.00022341,0.00025134,8.378e-05,0.00011171,2.7927e-05,NaN,NaN,NaN,0.0038679,0.0004189,0.00086573,0.0014801,0.0018851,0.0013126,0.0011031,0.0013405,0.0010333,0.00074006,0.0005725,0.00047475,0.00030719,0.00040494,0.00027927,0.00027927,0.00019549,0.00025134,0.00022341,0.00013963,0.00013963,2.7927e-05,NaN,NaN,NaN,0.0044124,0.00087969,0.0012427,0.0024855,0.0025274,0.0027508,0.0019269,0.0014662,0.001159,0.0006842,0.0008378,0.0004189,0.00046079,0.00043286,0.00036305,0.00025134,0.00022341,0.00027927,0.00025134,0.00022341,5.5853e-05,5.5853e-05,NaN,NaN,NaN,0.04862
0.83237,0.015095,0.0017203,0.0025374,0.0037416,0.0039423,0.0027525,0.0024801,0.0013332,0.0013332,0.0011755,0.0010465,0.00051608,0.00031539,0.00031539,0.00034406,0.00035839,0.00028671,0.00025804,0.00014336,5.7343e-05,8.6014e-05,NaN,NaN,NaN,NaN,0.010709,0.0014766,0.0017059,0.0027811,0.0023511,0.0014336,0.0010895,0.00098916,0.0008028,0.00041573,0.00043007,0.00057343,0.00037273,0.00028671,0.00043007,0.00025804,0.0002007,0.00031539,0.00022937,0.00014336,8.6014e-05,8.6014e-05,NaN,NaN,NaN,0.0034692,0.00043007,0.00073112,0.0015626,0.0015769,0.0015196,0.0016773,0.0013189,0.0011755,0.00084581,0.00091748,0.00077413,0.00054476,0.00045874,0.00031539,0.0004014,0.00025804,0.0002007,0.0002007,0.00011469,8.6014e-05,0.00011469,NaN,NaN,NaN,0.0039997,0.00067378,0.0012042,0.0022794,0.0024514,0.0024657,0.0019927,0.0019353,0.0014622,0.0013189,0.00094616,0.00084581,0.00097483,0.00063077,0.00044441,0.00028671,0.00025804,0.0002007,0.00025804,0.00022937,0.00017203,8.6014e-05,NaN,NaN,NaN,0.056812
