179.19
161.42
144.19
127.65
111.91
97.06
83.156
70.268
58.469
47.833
38.433
30.335
23.574
18.133
13.928
10.834
8.7134
7.432
6.8553
6.8264
7.1279
7.4046
6.9614
3.9161
153.19
138.86
124.96
111.58
98.808
86.694
75.294
64.661
54.847
45.907
37.894
30.854
24.816
19.776
15.695
12.499
10.097
8.3878
7.2641
6.5972
6.2072
5.7946
4.7517
1.369
295.3
267.72
240.81
214.82
189.9
166.17
143.73
122.66
103.05
85.013
68.642
54.05
41.362
30.701
22.148
15.645
10.969
7.8427
6.0239
5.3013
5.4432
6.0987
6.5668
4.8998
253.14
229.35
206.1
183.67
162.21
141.81
122.58
104.57
87.89
72.607
58.812
46.598
36.062
27.283
20.278
14.946
11.091
8.4975
6.9669
6.3115
6.3083
6.6128
6.5449
4.2346
