0,0,0,0,0,0,0,0
0,0,3.1086e-15,0,2.2204e-16,0,3.5527e-15,0
1.3323e-15,1.9984e-15,3.7881e-13,6.2172e-15,2.5091e-14,6.6613e-16,4.4875e-13,5.3291e-15
2.8422e-13,4.1966e-13,3.4959e-11,1.0847e-12,3.5489e-12,1.8163e-13,4.0316e-11,9.6101e-13
2.4154e-12,3.4646e-12,2.0804e-10,8.3489e-12,2.5019e-11,1.5963e-12,2.3739e-10,7.4631e-12
3.6459e-10,4.8874e-10,1.3615e-08,9.9866e-10,2.4359e-09,2.6041e-10,1.5156e-08,9.1168e-10
2.0021e-09,2.6229e-09,5.6295e-08,5.0675e-09,1.1526e-08,1.4682e-09,6.2143e-08,4.6594e-09
1.9339e-07,2.3822e-07,2.5397e-06,3.9602e-07,7.4675e-07,1.5222e-07,2.741e-06,3.7117e-07
6.6276e-07,8.0293e-07,7.089e-06,1.2818e-06,2.298e-06,5.3172e-07,7.6046e-06,1.2076e-06
3.9717e-05,4.5533e-05,0.00021479,6.3537e-05,9.629e-05,3.3949e-05,0.0002258,6.0894e-05
8.2139e-05,9.3247e-05,0.00039351,0.00012704,0.00018687,7.1005e-05,0.0004122,0.00012213
0.0029467,0.0031867,0.0077373,0.0038567,0.0048927,0.0026933,0.0079611,0.0037641
0.0035464,0.0038255,0.0090217,0.0046011,0.0057918,0.0032509,0.0092739,0.0044941
0.06675,0.069,0.0999,0.074784,0.082625,0.06425,0.10108,0.074022
0.047117,0.048972,0.07544,0.053787,0.060423,0.04507,0.076482,0.053149
0.32747,0.32961,0.35439,0.33486,0.34147,0.32502,0.35521,0.33419
0.17942,0.18245,0.21976,0.19003,0.19982,0.17598,0.22105,0.18905
0.54595,0.54534,0.53833,0.54383,0.54196,0.54666,0.5381,0.54402
0.28338,0.28593,0.31578,0.2922,0.30013,0.28047,0.31677,0.29139
0.61248,0.61101,0.59423,0.60743,0.60294,0.61416,0.59369,0.60788
0.28573,0.28826,0.31787,0.29448,0.30235,0.28285,0.31885,0.29368
0.59263,0.5914,0.57747,0.58842,0.58469,0.59403,0.57702,0.5888
0.25365,0.25642,0.28916,0.26324,0.27192,0.2505,0.29026,0.26236
0.684,0.68175,0.65556,0.67621,0.66924,0.68658,0.6547,0.67692
1,1,1,1,1,1,1,1
0,0,8.8818e-15,0,4.4409e-16,0,1.0658e-14,0
2.2204e-15,3.5527e-15,6.3038e-13,1.088e-14,4.3743e-14,1.3323e-15,7.4452e-13,9.5479e-15
3.8458e-13,5.6555e-13,4.499e-11,1.4477e-12,4.678e-12,2.4714e-13,5.1806e-11,1.2841e-12
4.8745e-11,6.7141e-11,2.5451e-09,1.4658e-10,3.8829e-10,3.3748e-11,2.8615e-09,1.3269e-10
9.8422e-11,1.3429e-10,4.5712e-09,2.8647e-10,7.3731e-10,6.8887e-11,5.1217e-09,2.6008e-10
9.6933e-09,1.2432e-08,2.0958e-07,2.2805e-08,4.862e-08,7.2842e-09,2.2956e-07,2.1107e-08
1.4917e-08,1.9021e-08,3.0018e-07,3.44e-08,7.2056e-08,1.1285e-08,3.281e-07,3.1897e-08
1.1111e-06,1.3367e-06,1.0904e-05,2.0981e-06,3.6823e-06,8.9856e-07,1.1667e-05,1.9809e-06
1.2641e-06,1.5181e-06,1.2142e-05,2.3727e-06,4.1424e-06,1.0243e-06,1.2983e-05,2.2414e-06
6.9356e-05,7.8916e-05,0.00034178,0.00010812,0.00016014,5.9798e-05,0.00035831,0.00010386
5.654e-05,6.451e-05,0.00028828,8.8978e-05,0.00013291,4.8594e-05,0.00030253,8.5404e-05
0.00222,0.0024101,0.0061168,0.0029446,0.00378,0.00202,0.0063028,0.0028703
0.0012568,0.0013751,0.003813,0.0017121,0.0022506,0.0011335,0.0039402,0.0016649
0.032854,0.034334,0.056313,0.038219,0.04366,0.03123,0.057207,0.037701
0.01291,0.013677,0.026229,0.01574,0.018748,0.012082,0.026781,0.015461
0.18089,0.18393,0.22119,0.1915,0.20128,0.17745,0.22248,0.19052
0.057441,0.059518,0.088524,0.064881,0.072203,0.055139,0.089645,0.064173
0.38769,0.38915,0.40591,0.39273,0.39721,0.38601,0.40645,0.39228
0.11893,0.12179,0.15855,0.12901,0.13852,0.11572,0.15988,0.12807
0.50154,0.50152,0.50128,0.50147,0.50141,0.50156,0.50128,0.50148
