consumer_type,decision,state,car_type_state,car_age_state,own_decision,car_type_decision,car_age_decision,car_type_post_decision,car_age_post_decision,count,count_state,ccp
0,0,0,1,1,0,0,0,1,1,62150.0,66466.0,0.9350645442782776
0,1,0,1,1,2,1,1,1,1,43.0,66466.0,0.0006469473114073
0,2,0,1,1,2,1,2,1,2,34.0,66466.0,0.0005115397346011
0,3,0,1,1,2,1,3,1,3,28.0,66466.0,0.0004212680167303
0,4,0,1,1,2,1,4,1,4,20.0,66466.0,0.0003009057262359
0,5,0,1,1,2,1,5,1,5,18.0,66466.0,0.0002708151536123
0,6,0,1,1,2,1,6,1,6,18.0,66466.0,0.0002708151536123
0,7,0,1,1,2,1,7,1,7,14.0,66466.0,0.0002106340083651
0,8,0,1,1,2,1,8,1,8,12.0,66466.0,0.0001805434357415
0,9,0,1,1,2,1,9,1,9,10.0,66466.0,0.0001504528631179
0,10,0,1,1,2,1,10,1,10,10.0,66466.0,0.0001504528631179
0,11,0,1,1,2,1,11,1,11,14.0,66466.0,0.0002106340083651
0,12,0,1,1,2,1,12,1,12,8.0,66466.0,0.0001203622904943
0,13,0,1,1,2,1,13,1,13,8.0,66466.0,0.0001203622904943
0,14,0,1,1,2,1,14,1,14,4.0,66466.0,6.018114524719405e-05
0,15,0,1,1,2,1,15,1,15,8.0,66466.0,0.0001203622904943
0,16,0,1,1,2,1,16,1,16,8.0,66466.0,0.0001203622904943
0,17,0,1,1,2,1,17,1,17,2.0,66466.0,3.0090572623597023e-05
0,18,0,1,1,2,1,18,1,18,8.0,66466.0,0.0001203622904943
0,19,0,1,1,2,1,19,1,19,2.0,66466.0,3.0090572623597023e-05
0,20,0,1,1,2,1,20,1,20,2.0,66466.0,3.0090572623597023e-05
0,21,0,1,1,2,1,21,1,21,,,
0,22,0,1,1,2,1,0,1,0,667.0,66466.0,0.0100352059699696
0,23,0,1,1,2,2,1,2,1,22.0,66466.0,0.0003309962988595
0,24,0,1,1,2,2,2,2,2,12.0,66466.0,0.0001805434357415
0,25,0,1,1,2,2,3,2,3,24.0,66466.0,0.0003610868714831
0,26,0,1,1,2,2,4,2,4,18.0,66466.0,0.0002708151536123
0,27,0,1,1,2,2,5,2,5,10.0,66466.0,0.0001504528631179
0,28,0,1,1,2,2,6,2,6,16.0,66466.0,0.0002407245809887
0,29,0,1,1,2,2,7,2,7,16.0,66466.0,0.0002407245809887
0,30,0,1,1,2,2,8,2,8,20.0,66466.0,0.0003009057262359
0,31,0,1,1,2,2,9,2,9,8.0,66466.0,0.0001203622904943
0,32,0,1,1,2,2,10,2,10,4.0,66466.0,6.018114524719405e-05
0,33,0,1,1,2,2,11,2,11,12.0,66466.0,0.0001805434357415
0,34,0,1,1,2,2,12,2,12,10.0,66466.0,0.0001504528631179
0,35,0,1,1,2,2,13,2,13,10.0,66466.0,0.0001504528631179
0,36,0,1,1,2,2,14,2,14,8.0,66466.0,0.0001203622904943
0,37,0,1,1,2,2,15,2,15,6.0,66466.0,9.027171787079108e-05
0,38,0,1,1,2,2,16,2,16,6.0,66466.0,9.027171787079108e-05
0,39,0,1,1,2,2,17,2,17,4.0,66466.0,6.018114524719405e-05
0,40,0,1,1,2,2,18,2,18,2.0,66466.0,3.0090572623597023e-05
0,41,0,1,1,2,2,19,2,19,6.0,66466.0,9.027171787079108e-05
0,42,0,1,1,2,2,20,2,20,4.0,66466.0,6.018114524719405e-05
0,43,0,1,1,2,2,21,2,21,4.0,66466.0,6.018114524719405e-05
0,44,0,1,1,2,2,0,2,0,255.0,66466.0,0.0038365480095086
0,45,0,1,1,2,3,1,3,1,39.0,66466.0,0.0005867661661601
0,46,0,1,1,2,3,2,3,2,43.0,66466.0,0.0006469473114073
0,47,0,1,1,2,3,3,3,3,30.0,66466.0,0.0004513585893539
0,48,0,1,1,2,3,4,3,4,27.0,66466.0,0.0004062227304185
0,49,0,1,1,2,3,5,3,5,26.0,66466.0,0.0003911774441067
0,50,0,1,1,2,3,6,3,6,18.0,66466.0,0.0002708151536123
0,51,0,1,1,2,3,7,3,7,20.0,66466.0,0.0003009057262359
0,52,0,1,1,2,3,8,3,8,16.0,66466.0,0.0002407245809887
0,53,0,1,1,2,3,9,3,9,12.0,66466.0,0.0001805434357415
0,54,0,1,1,2,3,10,3,10,10.0,66466.0,0.0001504528631179
0,55,0,1,1,2,3,11,3,11,14.0,66466.0,0.0002106340083651
0,56,0,1,1,2,3,12,3,12,10.0,66466.0,0.0001504528631179
0,57,0,1,1,2,3,13,3,13,12.0,66466.0,0.0001805434357415
0,58,0,1,1,2,3,14,3,14,8.0,66466.0,0.0001203622904943
0,59,0,1,1,2,3,15,3,15,6.0,66466.0,9.027171787079108e-05
0,60,0,1,1,2,3,16,3,16,10.0,66466.0,0.0001504528631179
0,61,0,1,1,2,3,17,3,17,6.0,66466.0,9.027171787079108e-05
0,62,0,1,1,2,3,18,3,18,6.0,66466.0,9.027171787079108e-05
0,63,0,1,1,2,3,19,3,19,4.0,66466.0,6.018114524719405e-05
0,64,0,1,1,2,3,20,3,20,,,
0,65,0,1,1,2,3,21,3,21,4.0,66466.0,6.018114524719405e-05
0,66,0,1,1,2,3,0,3,0,335.0,66466.0,0.0050401709144525
0,67,0,1,1,2,4,1,4,1,31.0,66466.0,0.0004664038756657
0,68,0,1,1,2,4,2,4,2,31.0,66466.0,0.0004664038756657
0,69,0,1,1,2,4,3,4,3,26.0,66466.0,0.0003911774441067
0,70,0,1,1,2,4,4,4,4,22.0,66466.0,0.0003309962988595
0,71,0,1,1,2,4,5,4,5,31.0,66466.0,0.0004664038756657
0,72,0,1,1,2,4,6,4,6,20.0,66466.0,0.0003009057262359
0,73,0,1,1,2,4,7,4,7,18.0,66466.0,0.0002708151536123
0,74,0,1,1,2,4,8,4,8,16.0,66466.0,0.0002407245809887
0,75,0,1,1,2,4,9,4,9,18.0,66466.0,0.0002708151536123
0,76,0,1,1,2,4,10,4,10,14.0,66466.0,0.0002106340083651
0,77,0,1,1,2,4,11,4,11,14.0,66466.0,0.0002106340083651
0,78,0,1,1,2,4,12,4,12,16.0,66466.0,0.0002407245809887
0,79,0,1,1,2,4,13,4,13,10.0,66466.0,0.0001504528631179
0,80,0,1,1,2,4,14,4,14,8.0,66466.0,0.0001203622904943
0,81,0,1,1,2,4,15,4,15,12.0,66466.0,0.0001805434357415
0,82,0,1,1,2,4,16,4,16,6.0,66466.0,9.027171787079108e-05
0,83,0,1,1,2,4,17,4,17,2.0,66466.0,3.0090572623597023e-05
0,84,0,1,1,2,4,18,4,18,2.0,66466.0,3.0090572623597023e-05
0,85,0,1,1,2,4,19,4,19,2.0,66466.0,3.0090572623597023e-05
0,86,0,1,1,2,4,20,4,20,2.0,66466.0,3.0090572623597023e-05
0,87,0,1,1,2,4,21,4,21,4.0,66466.0,6.018114524719405e-05
0,88,0,1,1,2,4,0,4,0,318.0,66466.0,0.0047844010471519
0,89,0,1,1,1,0,0,0,0,1622.0,66466.0,0.0244034543977371
0,0,1,1,2,0,0,0,1,2,63013.0,69718.0,0.9038268452910296
0,1,1,1,2,2,1,1,1,1,72.0,69718.0,0.0010327318626466
0,2,1,1,2,2,1,2,1,2,62.0,69718.0,0.0008892968817235
0,3,1,1,2,2,1,3,1,3,38.0,69718.0,0.0005450529275079
0,4,1,1,2,2,1,4,1,4,28.0,69718.0,0.0004016179465848
0,5,1,1,2,2,1,5,1,5,18.0,69718.0,0.0002581829656616
0,6,1,1,2,2,1,6,1,6,16.0,69718.0,0.000229495969477
0,7,1,1,2,2,1,7,1,7,6.0,69718.0,8.606098855388853e-05
0,8,1,1,2,2,1,8,1,8,16.0,69718.0,0.000229495969477
0,9,1,1,2,2,1,9,1,9,12.0,69718.0,0.0001721219771077
0,10,1,1,2,2,1,10,1,10,8.0,69718.0,0.0001147479847385
0,11,1,1,2,2,1,11,1,11,10.0,69718.0,0.0001434349809231
0,12,1,1,2,2,1,12,1,12,6.0,69718.0,8.606098855388853e-05
0,13,1,1,2,2,1,13,1,13,10.0,69718.0,0.0001434349809231
0,14,1,1,2,2,1,14,1,14,8.0,69718.0,0.0001147479847385
0,15,1,1,2,2,1,15,1,15,6.0,69718.0,8.606098855388853e-05
0,16,1,1,2,2,1,16,1,16,8.0,69718.0,0.0001147479847385
0,17,1,1,2,2,1,17,1,17,4.0,69718.0,5.737399236925901e-05
0,18,1,1,2,2,1,18,1,18,,,
0,19,1,1,2,2,1,19,1,19,,,
0,20,1,1,2,2,1,20,1,20,4.0,69718.0,5.737399236925901e-05
0,21,1,1,2,2,1,21,1,21,2.0,69718.0,2.8686996184629507e-05
0,22,1,1,2,2,1,0,1,0,1443.0,69718.0,0.0206976677472101
0,23,1,1,2,2,2,1,2,1,34.0,69718.0,0.0004876789351387
0,24,1,1,2,2,2,2,2,2,24.0,69718.0,0.0003442439542155
0,25,1,1,2,2,2,3,2,3,29.0,69718.0,0.0004159614446771
0,26,1,1,2,2,2,4,2,4,16.0,69718.0,0.000229495969477
0,27,1,1,2,2,2,5,2,5,22.0,69718.0,0.0003155569580309
0,28,1,1,2,2,2,6,2,6,26.0,69718.0,0.0003729309504001
0,29,1,1,2,2,2,7,2,7,10.0,69718.0,0.0001434349809231
0,30,1,1,2,2,2,8,2,8,12.0,69718.0,0.0001721219771077
0,31,1,1,2,2,2,9,2,9,12.0,69718.0,0.0001721219771077
0,32,1,1,2,2,2,10,2,10,12.0,69718.0,0.0001721219771077
0,33,1,1,2,2,2,11,2,11,12.0,69718.0,0.0001721219771077
0,34,1,1,2,2,2,12,2,12,10.0,69718.0,0.0001434349809231
0,35,1,1,2,2,2,13,2,13,14.0,69718.0,0.0002008089732924
0,36,1,1,2,2,2,14,2,14,18.0,69718.0,0.0002581829656616
0,37,1,1,2,2,2,15,2,15,8.0,69718.0,0.0001147479847385
0,38,1,1,2,2,2,16,2,16,8.0,69718.0,0.0001147479847385
0,39,1,1,2,2,2,17,2,17,8.0,69718.0,0.0001147479847385
0,40,1,1,2,2,2,18,2,18,4.0,69718.0,5.737399236925901e-05
0,41,1,1,2,2,2,19,2,19,4.0,69718.0,5.737399236925901e-05
0,42,1,1,2,2,2,20,2,20,,,
0,43,1,1,2,2,2,21,2,21,,,
0,44,1,1,2,2,2,0,2,0,616.0,69718.0,0.0088355948248658
0,45,1,1,2,2,3,1,3,1,44.0,69718.0,0.0006311139160618
0,46,1,1,2,2,3,2,3,2,71.0,69718.0,0.0010183883645543
0,47,1,1,2,2,3,3,3,3,48.0,69718.0,0.0006884879084311
0,48,1,1,2,2,3,4,3,4,43.0,69718.0,0.0006167704179695
0,49,1,1,2,2,3,5,3,5,24.0,69718.0,0.0003442439542155
0,50,1,1,2,2,3,6,3,6,22.0,69718.0,0.0003155569580309
0,51,1,1,2,2,3,7,3,7,24.0,69718.0,0.0003442439542155
0,52,1,1,2,2,3,8,3,8,20.0,69718.0,0.0002868699618462
0,53,1,1,2,2,3,9,3,9,18.0,69718.0,0.0002581829656616
0,54,1,1,2,2,3,10,3,10,14.0,69718.0,0.0002008089732924
0,55,1,1,2,2,3,11,3,11,18.0,69718.0,0.0002581829656616
0,56,1,1,2,2,3,12,3,12,20.0,69718.0,0.0002868699618462
0,57,1,1,2,2,3,13,3,13,10.0,69718.0,0.0001434349809231
0,58,1,1,2,2,3,14,3,14,12.0,69718.0,0.0001721219771077
0,59,1,1,2,2,3,15,3,15,6.0,69718.0,8.606098855388853e-05
0,60,1,1,2,2,3,16,3,16,,,
0,61,1,1,2,2,3,17,3,17,8.0,69718.0,0.0001147479847385
0,62,1,1,2,2,3,18,3,18,8.0,69718.0,0.0001147479847385
0,63,1,1,2,2,3,19,3,19,,,
0,64,1,1,2,2,3,20,3,20,2.0,69718.0,2.8686996184629507e-05
0,65,1,1,2,2,3,21,3,21,4.0,69718.0,5.737399236925901e-05
0,66,1,1,2,2,3,0,3,0,601.0,69718.0,0.0086204423534811
0,67,1,1,2,2,4,1,4,1,83.0,69718.0,0.0011905103416621
0,68,1,1,2,2,4,2,4,2,50.0,69718.0,0.0007171749046157
0,69,1,1,2,2,4,3,4,3,67.0,69718.0,0.000961014372185
0,70,1,1,2,2,4,4,4,4,39.0,69718.0,0.0005593964256002
0,71,1,1,2,2,4,5,4,5,26.0,69718.0,0.0003729309504001
0,72,1,1,2,2,4,6,4,6,22.0,69718.0,0.0003155569580309
0,73,1,1,2,2,4,7,4,7,20.0,69718.0,0.0002868699618462
0,74,1,1,2,2,4,8,4,8,20.0,69718.0,0.0002868699618462
0,75,1,1,2,2,4,9,4,9,18.0,69718.0,0.0002581829656616
0,76,1,1,2,2,4,10,4,10,14.0,69718.0,0.0002008089732924
0,77,1,1,2,2,4,11,4,11,14.0,69718.0,0.0002008089732924
0,78,1,1,2,2,4,12,4,12,16.0,69718.0,0.000229495969477
0,79,1,1,2,2,4,13,4,13,12.0,69718.0,0.0001721219771077
0,80,1,1,2,2,4,14,4,14,6.0,69718.0,8.606098855388853e-05
0,81,1,1,2,2,4,15,4,15,8.0,69718.0,0.0001147479847385
0,82,1,1,2,2,4,16,4,16,4.0,69718.0,5.737399236925901e-05
0,83,1,1,2,2,4,17,4,17,8.0,69718.0,0.0001147479847385
0,84,1,1,2,2,4,18,4,18,8.0,69718.0,0.0001147479847385
0,85,1,1,2,2,4,19,4,19,4.0,69718.0,5.737399236925901e-05
0,86,1,1,2,2,4,20,4,20,2.0,69718.0,2.8686996184629507e-05
0,87,1,1,2,2,4,21,4,21,2.0,69718.0,2.8686996184629507e-05
0,88,1,1,2,2,4,0,4,0,735.0,69718.0,0.0105424710978513
0,89,1,1,2,1,0,0,0,0,1834.0,69718.0,0.0263059755013052
0,0,2,1,3,0,0,0,1,3,61669.0,70869.0,0.8701830137295573
0,1,2,1,3,2,1,1,1,1,124.0,70869.0,0.0017497072062537
0,2,2,1,3,2,1,2,1,2,64.0,70869.0,0.0009030746870987
0,3,2,1,3,2,1,3,1,3,73.0,70869.0,0.0010300695649719
0,4,2,1,3,2,1,4,1,4,37.0,70869.0,0.0005220900534789
0,5,2,1,3,2,1,5,1,5,27.0,70869.0,0.0003809846336197
0,6,2,1,3,2,1,6,1,6,22.0,70869.0,0.0003104319236901
0,7,2,1,3,2,1,7,1,7,10.0,70869.0,0.0001411054198591
0,8,2,1,3,2,1,8,1,8,18.0,70869.0,0.0002539897557465
0,9,2,1,3,2,1,9,1,9,16.0,70869.0,0.0002257686717746
0,10,2,1,3,2,1,10,1,10,18.0,70869.0,0.0002539897557465
0,11,2,1,3,2,1,11,1,11,8.0,70869.0,0.0001128843358873
0,12,2,1,3,2,1,12,1,12,16.0,70869.0,0.0002257686717746
0,13,2,1,3,2,1,13,1,13,14.0,70869.0,0.0001975475878028
0,14,2,1,3,2,1,14,1,14,8.0,70869.0,0.0001128843358873
0,15,2,1,3,2,1,15,1,15,6.0,70869.0,8.466325191550607e-05
0,16,2,1,3,2,1,16,1,16,6.0,70869.0,8.466325191550607e-05
0,17,2,1,3,2,1,17,1,17,12.0,70869.0,0.000169326503831
0,18,2,1,3,2,1,18,1,18,6.0,70869.0,8.466325191550607e-05
0,19,2,1,3,2,1,19,1,19,,,
0,20,2,1,3,2,1,20,1,20,2.0,70869.0,2.822108397183536e-05
0,21,2,1,3,2,1,21,1,21,2.0,70869.0,2.822108397183536e-05
0,22,2,1,3,2,1,0,1,0,2553.0,70869.0,0.0360242136900478
0,23,2,1,3,2,2,1,2,1,71.0,70869.0,0.0010018484810001
0,24,2,1,3,2,2,2,2,2,26.0,70869.0,0.0003668740916338
0,25,2,1,3,2,2,3,2,3,24.0,70869.0,0.000338653007662
0,26,2,1,3,2,2,4,2,4,18.0,70869.0,0.0002539897557465
0,27,2,1,3,2,2,5,2,5,22.0,70869.0,0.0003104319236901
0,28,2,1,3,2,2,6,2,6,16.0,70869.0,0.0002257686717746
0,29,2,1,3,2,2,7,2,7,16.0,70869.0,0.0002257686717746
0,30,2,1,3,2,2,8,2,8,12.0,70869.0,0.000169326503831
0,31,2,1,3,2,2,9,2,9,8.0,70869.0,0.0001128843358873
0,32,2,1,3,2,2,10,2,10,16.0,70869.0,0.0002257686717746
0,33,2,1,3,2,2,11,2,11,12.0,70869.0,0.000169326503831
0,34,2,1,3,2,2,12,2,12,10.0,70869.0,0.0001411054198591
0,35,2,1,3,2,2,13,2,13,8.0,70869.0,0.0001128843358873
0,36,2,1,3,2,2,14,2,14,10.0,70869.0,0.0001411054198591
0,37,2,1,3,2,2,15,2,15,8.0,70869.0,0.0001128843358873
0,38,2,1,3,2,2,16,2,16,6.0,70869.0,8.466325191550607e-05
0,39,2,1,3,2,2,17,2,17,10.0,70869.0,0.0001411054198591
0,40,2,1,3,2,2,18,2,18,6.0,70869.0,8.466325191550607e-05
0,41,2,1,3,2,2,19,2,19,4.0,70869.0,5.644216794367072e-05
0,42,2,1,3,2,2,20,2,20,2.0,70869.0,2.822108397183536e-05
0,43,2,1,3,2,2,21,2,21,,,
0,44,2,1,3,2,2,0,2,0,934.0,70869.0,0.0131792462148471
0,45,2,1,3,2,3,1,3,1,59.0,70869.0,0.0008325219771691
0,46,2,1,3,2,3,2,3,2,61.0,70869.0,0.0008607430611409
0,47,2,1,3,2,3,3,3,3,69.0,70869.0,0.0009736273970283
0,48,2,1,3,2,3,4,3,4,63.0,70869.0,0.0008889641451128
0,49,2,1,3,2,3,5,3,5,34.0,70869.0,0.0004797584275212
0,50,2,1,3,2,3,6,3,6,22.0,70869.0,0.0003104319236901
0,51,2,1,3,2,3,7,3,7,18.0,70869.0,0.0002539897557465
0,52,2,1,3,2,3,8,3,8,20.0,70869.0,0.0002822108397183
0,53,2,1,3,2,3,9,3,9,12.0,70869.0,0.000169326503831
0,54,2,1,3,2,3,10,3,10,12.0,70869.0,0.000169326503831
0,55,2,1,3,2,3,11,3,11,8.0,70869.0,0.0001128843358873
0,56,2,1,3,2,3,12,3,12,14.0,70869.0,0.0001975475878028
0,57,2,1,3,2,3,13,3,13,14.0,70869.0,0.0001975475878028
0,58,2,1,3,2,3,14,3,14,10.0,70869.0,0.0001411054198591
0,59,2,1,3,2,3,15,3,15,14.0,70869.0,0.0001975475878028
0,60,2,1,3,2,3,16,3,16,14.0,70869.0,0.0001975475878028
0,61,2,1,3,2,3,17,3,17,8.0,70869.0,0.0001128843358873
0,62,2,1,3,2,3,18,3,18,2.0,70869.0,2.822108397183536e-05
0,63,2,1,3,2,3,19,3,19,2.0,70869.0,2.822108397183536e-05
0,64,2,1,3,2,3,20,3,20,,,
0,65,2,1,3,2,3,21,3,21,4.0,70869.0,5.644216794367072e-05
0,66,2,1,3,2,3,0,3,0,759.0,70869.0,0.0107099013673115
0,67,2,1,3,2,4,1,4,1,69.0,70869.0,0.0009736273970283
0,68,2,1,3,2,4,2,4,2,79.0,70869.0,0.0011147328168874
0,69,2,1,3,2,4,3,4,3,106.0,70869.0,0.0014957174505072
0,70,2,1,3,2,4,4,4,4,61.0,70869.0,0.0008607430611409
0,71,2,1,3,2,4,5,4,5,37.0,70869.0,0.0005220900534789
0,72,2,1,3,2,4,6,4,6,26.0,70869.0,0.0003668740916338
0,73,2,1,3,2,4,7,4,7,20.0,70869.0,0.0002822108397183
0,74,2,1,3,2,4,8,4,8,18.0,70869.0,0.0002539897557465
0,75,2,1,3,2,4,9,4,9,14.0,70869.0,0.0001975475878028
0,76,2,1,3,2,4,10,4,10,14.0,70869.0,0.0001975475878028
0,77,2,1,3,2,4,11,4,11,16.0,70869.0,0.0002257686717746
0,78,2,1,3,2,4,12,4,12,14.0,70869.0,0.0001975475878028
0,79,2,1,3,2,4,13,4,13,14.0,70869.0,0.0001975475878028
0,80,2,1,3,2,4,14,4,14,8.0,70869.0,0.0001128843358873
0,81,2,1,3,2,4,15,4,15,8.0,70869.0,0.0001128843358873
0,82,2,1,3,2,4,16,4,16,4.0,70869.0,5.644216794367072e-05
0,83,2,1,3,2,4,17,4,17,8.0,70869.0,0.0001128843358873
0,84,2,1,3,2,4,18,4,18,4.0,70869.0,5.644216794367072e-05
0,85,2,1,3,2,4,19,4,19,8.0,70869.0,0.0001128843358873
0,86,2,1,3,2,4,20,4,20,,,
0,87,2,1,3,2,4,21,4,21,2.0,70869.0,2.822108397183536e-05
0,88,2,1,3,2,4,0,4,0,1196.0,70869.0,0.0168762082151575
0,89,2,1,3,1,0,0,0,0,1974.0,70869.0,0.0278542098802015
0,0,3,1,4,0,0,0,1,4,63289.0,73184.0,0.8647928508963708
0,1,3,1,4,2,1,1,1,1,149.0,73184.0,0.0020359641451683
0,2,3,1,4,2,1,2,1,2,91.0,73184.0,0.001243441189331
0,3,3,1,4,2,1,3,1,3,81.0,73184.0,0.0011067993003935
0,4,3,1,4,2,1,4,1,4,80.0,73184.0,0.0010931351114997
0,5,3,1,4,2,1,5,1,5,27.0,73184.0,0.0003689331001311
0,6,3,1,4,2,1,6,1,6,18.0,73184.0,0.0002459554000874
0,7,3,1,4,2,1,7,1,7,18.0,73184.0,0.0002459554000874
0,8,3,1,4,2,1,8,1,8,10.0,73184.0,0.0001366418889374
0,9,3,1,4,2,1,9,1,9,18.0,73184.0,0.0002459554000874
0,10,3,1,4,2,1,10,1,10,10.0,73184.0,0.0001366418889374
0,11,3,1,4,2,1,11,1,11,12.0,73184.0,0.0001639702667249
0,12,3,1,4,2,1,12,1,12,12.0,73184.0,0.0001639702667249
0,13,3,1,4,2,1,13,1,13,8.0,73184.0,0.0001093135111499
0,14,3,1,4,2,1,14,1,14,10.0,73184.0,0.0001366418889374
0,15,3,1,4,2,1,15,1,15,8.0,73184.0,0.0001093135111499
0,16,3,1,4,2,1,16,1,16,10.0,73184.0,0.0001366418889374
0,17,3,1,4,2,1,17,1,17,8.0,73184.0,0.0001093135111499
0,18,3,1,4,2,1,18,1,18,2.0,73184.0,2.732837778749453e-05
0,19,3,1,4,2,1,19,1,19,6.0,73184.0,8.198513336248361e-05
0,20,3,1,4,2,1,20,1,20,2.0,73184.0,2.732837778749453e-05
0,21,3,1,4,2,1,21,1,21,2.0,73184.0,2.732837778749453e-05
0,22,3,1,4,2,1,0,1,0,2465.0,73184.0,0.033682225623087
0,23,3,1,4,2,2,1,2,1,79.0,73184.0,0.001079470922606
0,24,3,1,4,2,2,2,2,2,45.0,73184.0,0.0006148885002186
0,25,3,1,4,2,2,3,2,3,36.0,73184.0,0.0004919108001749
0,26,3,1,4,2,2,4,2,4,24.0,73184.0,0.0003279405334499
0,27,3,1,4,2,2,5,2,5,22.0,73184.0,0.0003006121556624
0,28,3,1,4,2,2,6,2,6,10.0,73184.0,0.0001366418889374
0,29,3,1,4,2,2,7,2,7,14.0,73184.0,0.0001912986445124
0,30,3,1,4,2,2,8,2,8,14.0,73184.0,0.0001912986445124
0,31,3,1,4,2,2,9,2,9,18.0,73184.0,0.0002459554000874
0,32,3,1,4,2,2,10,2,10,10.0,73184.0,0.0001366418889374
0,33,3,1,4,2,2,11,2,11,18.0,73184.0,0.0002459554000874
0,34,3,1,4,2,2,12,2,12,20.0,73184.0,0.0002732837778749
0,35,3,1,4,2,2,13,2,13,8.0,73184.0,0.0001093135111499
0,36,3,1,4,2,2,14,2,14,12.0,73184.0,0.0001639702667249
0,37,3,1,4,2,2,15,2,15,6.0,73184.0,8.198513336248361e-05
0,38,3,1,4,2,2,16,2,16,2.0,73184.0,2.732837778749453e-05
0,39,3,1,4,2,2,17,2,17,6.0,73184.0,8.198513336248361e-05
0,40,3,1,4,2,2,18,2,18,6.0,73184.0,8.198513336248361e-05
0,41,3,1,4,2,2,19,2,19,4.0,73184.0,5.465675557498907e-05
0,42,3,1,4,2,2,20,2,20,6.0,73184.0,8.198513336248361e-05
0,43,3,1,4,2,2,21,2,21,4.0,73184.0,5.465675557498907e-05
0,44,3,1,4,2,2,0,2,0,1005.0,73184.0,0.013732509838216
0,45,3,1,4,2,3,1,3,1,72.0,73184.0,0.0009838216003498
0,46,3,1,4,2,3,2,3,2,99.0,73184.0,0.0013527547004809
0,47,3,1,4,2,3,3,3,3,91.0,73184.0,0.001243441189331
0,48,3,1,4,2,3,4,3,4,76.0,73184.0,0.0010384783559247
0,49,3,1,4,2,3,5,3,5,52.0,73184.0,0.0007105378224748
0,50,3,1,4,2,3,6,3,6,39.0,73184.0,0.0005329033668561
0,51,3,1,4,2,3,7,3,7,22.0,73184.0,0.0003006121556624
0,52,3,1,4,2,3,8,3,8,20.0,73184.0,0.0002732837778749
0,53,3,1,4,2,3,9,3,9,20.0,73184.0,0.0002732837778749
0,54,3,1,4,2,3,10,3,10,18.0,73184.0,0.0002459554000874
0,55,3,1,4,2,3,11,3,11,18.0,73184.0,0.0002459554000874
0,56,3,1,4,2,3,12,3,12,10.0,73184.0,0.0001366418889374
0,57,3,1,4,2,3,13,3,13,14.0,73184.0,0.0001912986445124
0,58,3,1,4,2,3,14,3,14,16.0,73184.0,0.0002186270222999
0,59,3,1,4,2,3,15,3,15,10.0,73184.0,0.0001366418889374
0,60,3,1,4,2,3,16,3,16,8.0,73184.0,0.0001093135111499
0,61,3,1,4,2,3,17,3,17,4.0,73184.0,5.465675557498907e-05
0,62,3,1,4,2,3,18,3,18,8.0,73184.0,0.0001093135111499
0,63,3,1,4,2,3,19,3,19,4.0,73184.0,5.465675557498907e-05
0,64,3,1,4,2,3,20,3,20,4.0,73184.0,5.465675557498907e-05
0,65,3,1,4,2,3,21,3,21,,,
0,66,3,1,4,2,3,0,3,0,773.0,73184.0,0.0105624180148666
0,67,3,1,4,2,4,1,4,1,103.0,73184.0,0.0014074114560559
0,68,3,1,4,2,4,2,4,2,59.0,73184.0,0.000806187144731
0,69,3,1,4,2,4,3,4,3,101.0,73184.0,0.0013800830782684
0,70,3,1,4,2,4,4,4,4,122.0,73184.0,0.0016670310450371
0,71,3,1,4,2,4,5,4,5,55.0,73184.0,0.000751530389156
0,72,3,1,4,2,4,6,4,6,22.0,73184.0,0.0003006121556624
0,73,3,1,4,2,4,7,4,7,24.0,73184.0,0.0003279405334499
0,74,3,1,4,2,4,8,4,8,24.0,73184.0,0.0003279405334499
0,75,3,1,4,2,4,9,4,9,20.0,73184.0,0.0002732837778749
0,76,3,1,4,2,4,10,4,10,18.0,73184.0,0.0002459554000874
0,77,3,1,4,2,4,11,4,11,16.0,73184.0,0.0002186270222999
0,78,3,1,4,2,4,12,4,12,14.0,73184.0,0.0001912986445124
0,79,3,1,4,2,4,13,4,13,12.0,73184.0,0.0001639702667249
0,80,3,1,4,2,4,14,4,14,14.0,73184.0,0.0001912986445124
0,81,3,1,4,2,4,15,4,15,16.0,73184.0,0.0002186270222999
0,82,3,1,4,2,4,16,4,16,6.0,73184.0,8.198513336248361e-05
0,83,3,1,4,2,4,17,4,17,4.0,73184.0,5.465675557498907e-05
0,84,3,1,4,2,4,18,4,18,8.0,73184.0,0.0001093135111499
0,85,3,1,4,2,4,19,4,19,2.0,73184.0,2.732837778749453e-05
0,86,3,1,4,2,4,20,4,20,,,
0,87,3,1,4,2,4,21,4,21,2.0,73184.0,2.732837778749453e-05
0,88,3,1,4,2,4,0,4,0,1246.0,73184.0,0.017025579361609
0,89,3,1,4,1,0,0,0,0,2213.0,73184.0,0.0302388500218627
0,0,4,1,5,0,0,0,1,5,65980.0,75098.0,0.8785853151881542
0,1,4,1,5,2,1,1,1,1,135.0,75098.0,0.0017976510692694
0,2,4,1,5,2,1,2,1,2,122.0,75098.0,0.0016245439292657
0,3,4,1,5,2,1,3,1,3,112.0,75098.0,0.0014913845908013
0,4,4,1,5,2,1,4,1,4,88.0,75098.0,0.0011718021784867
0,5,4,1,5,2,1,5,1,5,70.0,75098.0,0.0009321153692508
0,6,4,1,5,2,1,6,1,6,28.0,75098.0,0.0003728461477003
0,7,4,1,5,2,1,7,1,7,16.0,75098.0,0.000213054941543
