tau,s_type,s_age,count_scrap,count,pr_scrap
8,2,3,1292.0,23049.0,0.05605449260271595
8,2,4,1365.0,21923.0,0.06226337636272408
8,2,5,1170.0,21023.0,0.05565333206488132
8,2,6,1099.0,19739.0,0.05567657936065657
8,2,7,1159.0,19186.0,0.06040863129365162
8,2,8,1139.0,18042.0,0.06313047333998448
8,2,9,1149.0,17832.0,0.06443472409152086
8,2,10,1335.0,16837.0,0.07928965967808992
8,2,11,1177.0,15457.0,0.07614672963705764
8,2,12,1435.0,13864.0,0.10350548182342759
8,2,13,1267.0,12195.0,0.1038950389503895
8,2,14,1710.0,10591.0,0.16145784156359172
8,2,15,1296.0,8931.0,0.14511252939200536
8,2,16,1679.0,7632.0,0.21999475890985326
8,2,17,1152.0,5881.0,0.19588505356231933
8,2,18,1259.0,4947.0,0.2544976753588033
8,2,19,732.0,3443.0,0.2126052860877142
8,2,20,787.0,2513.0,0.3131715081575806
8,2,21,432.0,1640.0,0.2634146341463415
8,2,22,399.0,1156.0,0.34515570934256057
8,2,23,192.0,775.0,0.24774193548387097
8,3,1,414.0,8409.0,0.04923296468069925
8,3,2,469.0,8210.0,0.05712545676004872
8,3,3,572.0,8159.0,0.07010663071454835
8,3,4,554.0,8350.0,0.06634730538922155
8,3,5,536.0,8802.0,0.06089525107930016
8,3,6,658.0,9573.0,0.06873498380862843
8,3,7,749.0,10138.0,0.07388044979285856
8,3,8,879.0,10689.0,0.0822340724108897
8,3,9,877.0,10751.0,0.08157380708771277
8,3,10,1041.0,11225.0,0.09273942093541203
8,3,11,1088.0,11317.0,0.09613855261995229
8,3,12,1279.0,10843.0,0.11795628516093332
8,3,13,1219.0,10173.0,0.11982699302074118
8,3,14,1565.0,9305.0,0.16818914562063406
8,3,15,1405.0,7890.0,0.17807351077313055
8,3,16,1390.0,6624.0,0.2098429951690821
8,3,17,1109.0,5498.0,0.20170971262277193
8,3,18,1127.0,4508.0,0.25
8,3,19,852.0,3491.0,0.24405614437124032
8,3,20,707.0,2579.0,0.2741372625048468
8,3,21,453.0,1799.0,0.2518065591995553
8,3,22,402.0,1362.0,0.29515418502202645
8,3,23,196.0,783.0,0.2503192848020434
8,4,1,556.0,11903.0,0.046710913215155844
8,4,2,741.0,11990.0,0.061801501251042536
8,4,3,771.0,11552.0,0.06674168975069251
8,4,4,776.0,11293.0,0.06871513326839636
8,4,5,716.0,11601.0,0.06171881734333247
8,4,6,786.0,12562.0,0.06256965451361249
8,4,7,805.0,12635.0,0.06371191135734072
8,4,8,883.0,13206.0,0.06686354687263366
8,4,9,942.0,13937.0,0.06758986869484107
8,4,10,1050.0,14661.0,0.07161857990587273
8,4,11,1113.0,14757.0,0.07542183370603782
8,4,12,1339.0,14078.0,0.09511294217928683
8,4,13,1305.0,13028.0,0.10016886705557261
8,4,14,1741.0,12191.0,0.14281026987121648
8,4,15,1502.0,10243.0,0.14663672752123402
8,4,16,1848.0,8692.0,0.2126092959042798
8,4,17,1368.0,7028.0,0.19464997154240182
8,4,18,1498.0,5749.0,0.2605670551400244
8,4,19,1010.0,4271.0,0.23647857644579723
8,4,20,1006.0,3341.0,0.3011074528584256
8,4,21,597.0,2465.0,0.24219066937119677
8,4,22,519.0,1831.0,0.2834516657564173
8,4,23,334.0,1257.0,0.2657120127287192
